deptid,reasonid,department,reason,deptshort,good,NumberHits,childid,first_name,familyid,last_name,age,divorcedparents,addressid1,Street,number,city,country,iso2Country,iso3Country,eu,addressid2,street2,number2
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117464,Torrin,431958,Rist,1,1,352958,Rigney Avenue,61,Växjö,Sweden,SE,SWE,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101365,Cherin,422085,Pendock,4,1,343085,Packers Center,175,Penteado,Portugal,PT,PRT,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106491,Ardra,425223,Ben,6,1,346223,Bartelt Center,51,Piojó,Colombia,CO,COL,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,111094,Bobbi,428062,Rigts,4,0,349062,Rieder Crossing,199,Gnosjö,Sweden,SE,SWE,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110030,Conrado,427407,Jedrzaszkiewicz,2,0,348407,Kennedy Park,61,Waalwijk,Netherlands,NL,NLD,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117830,Christie,432201,Menure,2,0,353201,Monica Plaza,80,Żywiec,Poland,PL,POL,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108900,Mylo,426714,Brantl,12,1,347714,Brickson Park Plaza,150,Paseka,Czech Republic,CZ,CZE,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105335,Letitia,424506,Stickland,16,1,345506,Stuart Lane,211,Marietta,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101577,Frederigo,422213,Guidelli,6,0,343213,Harper Road,30,Tandel,Luxembourg,LU,LUX,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116849,Fania,431585,Highman,1,0,352585,Hovde Park,77,Apeldoorn,Netherlands,NL,NLD,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114001,Damara,429834,Wilby,10,0,350834,Warbler Avenue,41,Houston,United States,US,USA,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106929,Erastus,425485,Feria,16,0,346485,Farwell Place,144,Aughrim,Ireland,IE,IRL,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109464,Erinn,427070,Cripwell,8,0,348070,Crowley Terrace,56,Freiburg im Breisgau,Germany,DE,DEU,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109820,Flossy,427283,Adamowicz,7,0,348283,4th Circle,100,Nanton,Canada,CA,CAN,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114112,Lothario,429905,Alphege,0,0,350905,Aberg Center,250,Amherst,Canada,CA,CAN,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114968,Willy,430428,Kowal,15,0,351428,Lindbergh Lane,71,Enschede,Netherlands,NL,NLD,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105857,Kimmie,424825,Wardingly,0,1,345825,Veith Trail,146,Pittsburgh,United States,US,USA,N,786949,Shoshone Point,249
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117271,Ofella,431847,Clashe,7,0,352847,Clove Way,164,Carcassonne,France,FR,FRA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104627,Karilynn,424087,Janoschek,16,0,345087,Katie Way,179,Etten-Leur,Netherlands,NL,NLD,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106710,Bondie,425354,Cordoba,12,0,346354,Corben Place,189,Grenoble,France,FR,FRA,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102575,Tabb,422804,Scone,13,0,343804,Schlimgen Point,30,Scottsdale,United States,US,USA,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106413,Terese,425172,Hedger,16,0,346172,Holy Cross Center,28,Leeuwarden,Netherlands,NL,NLD,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113716,Ailbert,429653,Giurio,16,0,350653,Grayhawk Drive,70,Shizuoka-shi,Japan,JP,JPN,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103466,Ephraim,423359,Tomalin,14,0,344359,Tennessee Point,234,Saint Louis,United States,US,USA,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106811,Emmalynn,425415,Wiffield,17,0,346415,Walton Plaza,124,Garland,United States,US,USA,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101203,Anica,421979,Ebi,12,1,342979,Elgar Place,160,Diavatá,Greece,GR,GRC,Y,786603,Briar Crest Drive,16
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113325,Bryce,429417,Attarge,16,0,350417,Anderson Place,49,Kamsack,Canada,CA,CAN,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114723,Rozanne,430277,Sargison,8,0,351277,Sage Court,119,Upton,United Kingdom,GB,GBR,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117513,Igor,431991,Barrs,16,1,352991,Arkansas Place,46,Cerinza,Colombia,CO,COL,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117428,Bronson,431937,Spenclay,10,1,352937,Stang Hill,180,Miami,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103728,Aluin,423531,Gunson,4,0,344531,Havey Crossing,141,Emiliano Zapata,Mexico,MX,MEX,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103044,Jorge,423101,Oury,16,1,344101,Oak Valley Point,99,Cabo de Vila,Portugal,PT,PRT,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101350,Pascale,422078,Sampey,11,0,343078,Sachs Junction,141,Luzern,Switzerland,CH,CHE,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109365,Sutton,427007,Gulberg,9,0,348007,Hauk Park,201,Independencia,Mexico,MX,MEX,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101545,Emilee,422196,Destouche,3,0,343196,Derek Way,159,Dortmund,Germany,DE,DEU,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114408,Cointon,430095,Sivell,6,0,351095,Sloan Trail,102,Hartford,United States,US,USA,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100788,Jacqueline,421720,Smiths,8,1,342720,Spaight Point,238,Clearwater,United States,US,USA,N,786573,Hazelcrest Place,11
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,105028,Gunilla,424321,Barnfield,2,0,345321,Arkansas Circle,196,Campo de la Cruz,Colombia,CO,COL,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116552,Ingra,431391,Hardington,10,1,352391,High Crossing Plaza,157,Morelos,Mexico,MX,MEX,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100803,Bastian,421729,Logesdale,8,0,342729,Manitowish Hill,238,Husów,Poland,PL,POL,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108111,Larissa,426239,Georgeot,16,0,347239,Golf View Court,91,Matsumoto,Japan,JP,JPN,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113666,Chilton,429625,McInnerny,6,0,350625,Mifflin Circle,222,Uścimów Stary,Poland,PL,POL,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109989,Josee,427383,Ferrieri,13,0,348383,Fieldstone Junction,101,Bearna,Ireland,IE,IRL,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100933,Derrek,421815,Letch,8,1,342815,Lyons Way,85,Cekcyn,Poland,PL,POL,Y,786588,Carberry Parkway,75
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113840,Shannen,429737,Conochie,13,0,350737,Continental Point,225,Gardanne,France,FR,FRA,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106329,Hermie,425122,Batterson,11,0,346122,Artisan Circle,120,El Playón,Colombia,CO,COL,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,115791,Garrik,430938,Arnaudet,8,0,351938,American Ash Point,220,Mirabel,Canada,CA,CAN,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116556,Marten,431393,Chastan,15,1,352393,Chinook Road,68,Fresnes,France,FR,FRA,Y,787762,Roxbury Crossing,249
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112665,Hulda,429015,Drane,6,0,350015,Drewry Pass,134,Saarbrücken,Germany,DE,DEU,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109417,Richmound,427043,Studdal,7,0,348043,Summerview Point,40,Schaumburg,United States,US,USA,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105897,Dennie,424854,Escoffier,16,1,345854,Everett Drive,250,Néa Péramos,Greece,GR,GRC,Y,786954,Killdeer Crossing,211
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113619,Ole,429596,Croall,14,0,350596,Crownhardt Center,94,Karlsruhe,Germany,DE,DEU,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110467,Rivy,427667,Farrand,5,1,348667,Fairview Hill,128,Velestíno,Greece,GR,GRC,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108014,Sabrina,426174,Danilov,5,0,347174,Debra Parkway,236,Hamburg,Germany,DE,DEU,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102476,Goldi,422747,Crinion,17,1,343747,Crowley Point,167,Freiburg im Breisgau,Germany,DE,DEU,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104804,Hertha,424191,Stagg,11,1,345191,Stephen Plaza,105,Saint Augustine,United States,US,USA,N,786860,Westport Crossing,78
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114874,Elianora,430365,Scone,16,0,351365,Schlimgen Point,220,Scottsdale,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112877,Randal,429152,Espinos,11,0,350152,Everett Point,22,Níkaia,Greece,GR,GRC,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102296,Louisa,422640,Sedgman,7,1,343640,Schurz Park,183,Long Beach,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112347,Dasie,428825,Headly,8,1,349825,Hollow Ridge Place,44,Independencia,Mexico,MX,MEX,N,787430,Anzinger Street,108
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113857,Rawley,429747,Baguley,2,0,350747,Anthes Center,73,Quilpué,Chile,CL,CHL,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110039,Marvin,427414,Sket,3,0,348414,Sommers Plaza,144,Washington,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103671,Timi,423495,Mixter,1,0,344495,Morning Place,133,Aveleda,Portugal,PT,PRT,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109790,Alina,427269,Dunsford,1,1,348269,East Avenue,194,Magdeburg,Germany,DE,DEU,Y,787241,Nevada Plaza,57
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101736,Leanor,422308,Tully,7,0,343308,Tomscot Hill,75,Trenton,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110785,Edik,427862,Primo,10,0,348862,Prairie Rose Court,48,Cheonan,South Korea,KR,KOR,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104183,Lorens,423808,Dollin,16,0,344808,Donald Place,5,Köln,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118014,Anny,432315,Jannequin,11,0,353315,Katie Street,96,Etten-Leur,Netherlands,NL,NLD,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101582,Teodoro,422217,Annwyl,9,0,343217,Algoma Trail,49,South River,Canada,CA,CAN,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117944,Leilah,432265,Devon,14,1,353265,Dexter Parkway,172,Dortmund,Germany,DE,DEU,Y,787868,Merchant Junction,221
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107787,Rycca,426030,Neame,17,0,347030,Nevada Place,105,Serra da Boa Viagem,Portugal,PT,PRT,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101100,Corabelle,421918,MacAllester,4,0,342918,Marquette Parkway,104,Kraśniczyn,Poland,PL,POL,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117977,Linnell,432288,Neljes,1,1,353288,New Castle Pass,69,Monte da Boavista,Portugal,PT,PRT,Y,787870,Fisk Place,180
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105749,Kain,424755,Storton,13,0,345755,Sullivan Street,54,Boise,United States,US,USA,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107646,Gwendolyn,425936,Saller,17,0,346936,Ryan Pass,141,Sollefteå,Sweden,SE,SWE,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109183,Cleon,426889,Lucken,15,0,347889,Maple Wood Center,219,Kańczuga,Poland,PL,POL,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111256,Kerrin,428161,Vern,6,0,349161,Union Place,220,Cleveland,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110651,Jeramie,427775,Trevett,11,1,348775,Thompson Pass,203,Lincoln,United States,US,USA,N,787305,Carey Alley,246
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103805,Mandie,423583,Kauschke,3,0,344583,Knutson Plaza,131,Haarlem,Netherlands,NL,NLD,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110388,Graham,427615,Colbran,14,0,348615,Columbus Circle,216,Guérande,France,FR,FRA,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116297,Giustina,431236,Wakeham,1,0,352236,Valley Edge Drive,34,Portland,United States,US,USA,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104240,Lodovico,423847,Worthington,12,0,344847,Waywood Terrace,245,Richmond,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116494,Wayne,431359,Eyden,12,0,352359,Express Park,145,Pyrgetós,Greece,GR,GRC,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104618,Ethelda,424083,Franciotti,7,0,345083,Fuller Lane,141,Buzen,Japan,JP,JPN,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109475,Aurie,427078,Ambrosetti,6,0,348078,Aberg Plaza,172,Angus,Canada,CA,CAN,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117549,Felicia,432013,Dumper,10,0,353013,Eagan Pass,183,Halle,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113025,Iona,429239,Willgoose,9,0,350239,Warner Junction,88,Lubbock,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103255,Kara,423233,Pond,5,1,344233,Pleasure Drive,13,Mežica,Slovenia,SI,SVN,Y,786741,Melody Trail,186
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100583,Wes,421595,Wallentin,3,0,342595,Valley Edge Terrace,21,Erie,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103280,Lezlie,423246,Lincoln,0,0,344246,Mallard Hill,215,Drezdenko,Poland,PL,POL,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102435,Gwenni,422724,Jurasek,2,0,343724,Kinsman Avenue,64,Amsterdam Westpoort,Netherlands,NL,NLD,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114016,Bryce,429842,Colebourn,15,0,350842,Columbus Parkway,244,Le Mans,France,FR,FRA,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101639,Damian,422251,Ambrosetti,17,0,343251,Aberg Plaza,33,Angus,Canada,CA,CAN,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107676,Rockie,425957,Wrassell,2,0,346957,Waywood Way,67,Richmond,United States,US,USA,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114998,Tonnie,430448,Kernell,14,1,351448,Lakeland Terrace,109,Zaandam,Netherlands,NL,NLD,Y,787655,Oxford Way,208
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109608,Antoine,427156,Saward,8,1,348156,Saint Paul Hill,51,Birmingham,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110484,Ody,427678,Lenden,10,0,348678,Luster Road,229,Brok,Poland,PL,POL,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101895,Vitoria,422405,Iacobo,12,0,343405,Jana Terrace,245,Brunssum,Netherlands,NL,NLD,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112975,Jemie,429208,Briscow,16,0,350208,Buena Vista Lane,204,Studénka,Czech Republic,CZ,CZE,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108533,Kearney,426494,Donaher,10,0,347494,Dorton Hill,200,Köln,Germany,DE,DEU,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113841,Alisander,429738,Futter,17,1,350738,Gateway Plaza,163,Hiroshima-shi,Japan,JP,JPN,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104468,Beniamino,423988,Kopje,9,0,344988,Lillian Point,26,Enschede,Netherlands,NL,NLD,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100553,Minny,421577,Plett,13,1,342577,Pierstorff Terrace,166,Jurovski Dol,Slovenia,SI,SVN,Y,786558,Dryden Pass,160
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112593,Aretha,428966,Revens,9,0,349966,Ridge Oak Pass,136,Uppsala,Sweden,SE,SWE,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108101,Hilliard,426230,Gosby,11,1,347230,Gulseth Street,244,Ōhara,Japan,JP,JPN,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109123,Tobie,426853,Swire,14,0,347853,Sunfield Junction,222,Topeka,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116019,Axel,431073,Denver,14,0,352073,Derek Court,115,Bochum,Germany,DE,DEU,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106466,Sherlock,425208,Rizzardi,7,0,346208,Rigney Parkway,182,Ljungbyholm,Sweden,SE,SWE,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105919,Faythe,424866,Purry,13,1,345866,Prentice Junction,188,Kurye,South Korea,KR,KOR,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108270,Buckie,426343,Oglevie,6,0,347343,Norway Maple Hill,16,Oeiras,Portugal,PT,PRT,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118169,Maura,432414,Bernardotti,6,1,353414,Bashford Drive,130,San Agustín,Colombia,CO,COL,N,787887,Dottie Street,143
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112511,Beatrix,428917,Becconsall,7,0,349917,Badeau Plaza,112,La Unión,Colombia,CO,COL,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107893,Standford,426095,Stannus,14,1,347095,Stone Corner Way,62,Tampa,United States,US,USA,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100811,Ferdy,421735,Cudiff,12,0,342735,Dakota Trail,226,Stuttgart Stuttgart-Mitte,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117962,Melvyn,432278,Savidge,10,0,353278,Saint Paul Center,75,Anchorage,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116346,Ileana,431268,Troutbeck,2,1,352268,Toban Hill,38,Newark,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112692,Milicent,429032,Fawdery,7,0,350032,Fallview Point,53,Ágios Efstrátios,Greece,GR,GRC,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109474,Laurent,427077,Glidden,4,0,348077,Green Point,221,Tatebayashi,Japan,JP,JPN,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114151,Kain,429934,Manssuer,9,0,350934,Meadow Valley Park,238,Pawonków,Poland,PL,POL,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115097,Kele,430510,Ionesco,8,1,351510,Jenna Terrace,223,Venlo,Netherlands,NL,NLD,Y,787662,Hauk Point,67
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104218,Aylmer,423832,Jeduch,5,0,344832,Kennedy Place,145,Waalwijk,Netherlands,NL,NLD,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104250,Corie,423852,Van Leeuwen,4,1,344852,Troy Center,101,Buffalo,United States,US,USA,N,786812,Crownhardt Center,25
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105220,Claudette,424434,Syseland,13,0,345434,Sunnyside Court,113,Wichita,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110713,Else,427814,Simpson,0,0,348814,Sloan Circle,112,Pueblo,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117147,Fabien,431766,Wimlet,16,0,352766,Warrior Parkway,213,Midland,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112300,Bathsheba,428795,Kirkland,2,0,349795,Lerdahl Junction,136,Ridderkerk,Netherlands,NL,NLD,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102388,Crin,422694,Becconsall,9,0,343694,Badeau Plaza,41,La Unión,Colombia,CO,COL,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109803,Elene,427274,Finder,7,0,348274,Florence Alley,115,Kill,Ireland,IE,IRL,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101757,Hayley,422319,Taylorson,3,0,343319,Surrey Place,103,Monroe,United States,US,USA,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104846,Pennie,424216,Delgadillo,2,0,345216,Delladonna Center,25,Aachen,Germany,DE,DEU,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103573,Ross,423424,Haack,14,0,344424,Hayes Place,222,Ejidal,Mexico,MX,MEX,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114890,Ketti,430375,Castagnaro,17,0,351375,Carpenter Park,162,Roscoff,France,FR,FRA,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105561,Karim,424641,Maruska,18,1,345641,Melrose Place,165,Pępowo,Poland,PL,POL,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105628,Bentlee,424675,Causey,11,0,345675,Center Place,3,Bastia,France,FR,FRA,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108358,Moss,426393,Portriss,15,1,347393,Pond Circle,151,Postojna,Slovenia,SI,SVN,Y,787124,Northview Park,158
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113923,Chiquita,429785,Kobus,7,0,350785,Lighthouse Bay Pass,236,Deventer,Netherlands,NL,NLD,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105395,Ilyssa,424543,Gulberg,11,0,345543,Hauk Park,17,Independencia,Mexico,MX,MEX,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117867,Joete,432222,Uphill,2,1,353222,Trailsway Plaza,128,Bronx,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109937,Tanitansy,427353,Doddrell,15,0,348353,Doe Crossing Way,5,Gelsenkirchen,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113012,Tedi,429232,Blucher,2,0,350232,Blaine Court,114,Horní Lideč,Czech Republic,CZ,CZE,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103747,Sutton,423545,Janku,0,0,344545,Katie Street,243,Etten-Leur,Netherlands,NL,NLD,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101001,Luke,421854,Nesey,8,0,342854,New Castle Way,60,Viana do Alentejo,Portugal,PT,PRT,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113617,Hesther,429594,Greathead,11,0,350594,Hallows Street,99,Kupiskis,Lithuania,LT,LTU,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104759,Lowell,424166,Dispencer,8,0,345166,Dixon Place,37,Gelsenkirchen,Germany,DE,DEU,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115133,Horace,430533,Gyenes,3,0,351533,Hayes Lane,208,Juarez,Mexico,MX,MEX,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114134,Gaynor,429921,Heller,7,0,350921,Homewood Drive,41,Sneek,Netherlands,NL,NLD,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100570,Heather,421588,Downs,6,0,342588,Dovetail Way,146,Lübeck,Germany,DE,DEU,Y,,,
