familyid,last_name,divorcedparents
427022,O'Sheilds,0
427023,Edds,1
427024,Blenkin,1
427025,Burridge,1
427026,Levensky,0
427027,Tohill,0
427028,Stefi,1
427029,Mullally,0
427030,Marvell,0
427031,Jolliff,0
427032,Laffan,0
427033,Foreman,1
427034,Arundale,1
427035,MacNeilley,0
427036,Goodlett,0
427037,McCrackan,0
427038,Simondson,1
427039,Elgie,0
427040,Paulino,1
427041,Farnell,0
427042,Voss,0
427043,Studdal,0
427044,Ghiriardelli,0
427045,Franzke,1
427046,Wyd,1
427047,Skacel,0
427048,Lucchi,0
427049,Trattles,1
427050,Hughlock,0
427051,Cockrell,0
427052,Ashwood,1
427053,Ledington,0
427054,Tunnick,0
427055,Hiscocks,1
427056,Wilse,0
427057,Schout,0
427058,Hanna,0
427059,Cunio,0
427060,Brownbridge,0
427061,Pharaoh,0
427062,Seviour,0
427063,Morsey,0
427064,Jovasevic,0
427065,Roderham,0
427066,Pickhaver,0
427067,Stutard,0
427068,Arnet,0
427069,Bowditch,0
427070,Cripwell,0
427071,Piwell,0
427072,Cathery,0
427073,Lammin,0
427074,Parnall,0
427075,Calven,0
427076,Paulsson,1
427077,Glidden,0
427078,Ambrosetti,0
427079,Pilch,1
427080,Paggitt,1
427081,Dunston,1
427082,Knee,0
427083,Ginni,0
427084,Tirrell,1
427085,Hovey,0
427086,Olfert,1
427087,Bake,1
427088,Courtney,0
427089,O'Corhane,0
427090,Warde,0
427091,Bomfield,0
427092,Reedshaw,0
427093,Cops,1
427094,Twigge,0
427095,Justis,0
427096,Collerd,0
427097,Stephens,0
427098,Ghelardi,0
427099,Demare,0
427100,Ovill,0
427101,Hartrick,0
427102,Scogin,0
427103,Dobbs,1
427104,Groarty,0
427105,Vany,0
427106,Saladine,0
427107,Liptrod,0
427108,Ambrogio,0
427109,Hoyle,0
427110,Freeborn,0
427111,Berkelay,0
427112,Askey,0
427113,Abba,0
427114,Schoales,0
427115,Reglar,1
427116,Braid,0
427117,Hamlen,0
427118,Wollaston,0
427119,Standrin,0
427120,MacKill,0
427121,McParland,0
427122,Hawthorn,0
427123,Fishpond,1
427124,Skacel,1
427125,MacCostigan,0
427126,Pover,0
427127,Perell,0
427128,Deas,1
427129,Dorcey,0
427130,Buckles,0
427131,Willison,0
427132,O'Murtagh,1
427133,Clayson,0
427134,Purry,0
427135,Irlam,0
427136,Screech,1
427137,Stave,0
427138,Garstang,0
427139,Stancliffe,1
427140,Capener,1
427141,Annakin,0
427142,Stocker,0
427143,O'Sesnane,0
427144,Croson,1
427145,Rushforth,0
427146,Shenfisch,1
427147,Burgan,0
427148,Sember,0
427149,Elderton,0
427150,Shortell,0
427151,Genders,0
427152,Laming,0
427153,Clayton,0
427154,Johnsee,0
427155,Itzkovwich,0
427156,Saward,1
427157,Giacopazzi,0
427158,Coker,0
427159,Radsdale,0
427160,Carus,0
427161,Furby,1
427162,Terrington,0
427163,Hemshall,0
427164,Betz,0
427165,Livsey,1
427166,Yarr,0
427167,Domleo,0
427168,Willcock,0
427169,Benian,0
427170,Kassidy,0
427171,Durdle,0
427172,Penchen,0
427173,Radbond,0
427174,De Wolfe,1
427175,Eyer,0
427176,Revill,1
427177,Sanbrooke,0
427178,Blackbourn,0
427179,Kettell,0
427180,Hatcliffe,0
427181,Benley,0
427182,Gavaghan,1
427183,Farnell,0
427184,Pryer,0
427185,Spurett,0
427186,Hughlock,0
427187,Vereker,0
427188,Prozillo,0
427189,Lackham,0
427190,Cliffe,1
427191,Elsbury,0
427192,Eckersall,0
427193,Yurygyn,0
427194,Molson,0
427195,Glayzer,0
427196,Cella,1
427197,Hatcher,1
427198,Grisard,0
427199,Wallsam,0
427200,Whitewood,0
427201,Gligori,1
427202,Versey,0
427203,D'Aubney,1
427204,Tupie,1
427205,Bragger,0
427206,Seebright,1
427207,Cristol,0
427208,Allbon,0
427209,Conrard,1
427210,Lideard,0
427211,Woolmer,1
427212,Tisor,1
427213,Bains,1
427214,Selesnick,0
427215,Scandred,0
427216,Ciobutaru,1
427217,Rableau,0
427218,Blumsom,0
427219,Fabbro,0
427220,Busfield,1
427221,Kendle,1
427222,Herculson,1
427223,Wilbud,0
427224,Abramovic,0
427225,Larose,0
427226,Jeffcoat,0
427227,Dagless,1
427228,Conkling,0
427229,Chittenden,0
427230,Kinnier,0
427231,Amiss,0
427232,Spearett,0
427233,Benford,0
427234,Ainley,0
427235,Aven,1
427236,Bernuzzi,0
427237,Falla,0
427238,Hadlow,0
427239,Dalglish,0
427240,Rickets,0
427241,Monery,0
427242,Pedracci,0
427243,Cogdon,0
427244,Kulicke,0
427245,Melody,0
427246,Glanister,1
427247,Hanse,0
427248,Arnaudot,1
427249,Wrist,0
427250,Skippon,0
427251,Vlach,0
427252,McCulloch,0
427253,Galpin,1
427254,Sargood,1
427255,Vigar,1
427256,Hobbema,0
427257,Crissil,0
427258,Giacomelli,0
427259,Frensch,0
427260,Becconsall,0
427261,Yushkin,1
427262,Ablewhite,0
427263,Sissons,1
427264,Espadater,0
427265,Samson,0
427266,Hawsby,1
427267,Errey,0
427268,Pickerill,0
427269,Dunsford,1
427270,Need,0
427271,Tookey,0
427272,Lorans,1
427273,Haville,0
427274,Finder,0
427275,Simmins,0
427276,Lummis,1
427277,McTurk,0
427278,Willes,0
427279,O' Meara,1
427280,Sinfield,0
427281,Stithe,1
427282,Lorans,0
427283,Adamowicz,0
427284,Mapston,0
427285,Shafto,1
427286,Monier,0
427287,Ernshaw,0
427288,Horstead,0
427289,Opdenort,0
427290,Valenti,1
427291,MacLleese,1
427292,Callinan,1
427293,Thorouggood,1
427294,Silkston,1
427295,Van Arsdall,0
427296,Beszant,0
427297,McKinie,1
427298,Huntington,1
427299,Moan,0
427300,Baggiani,0
427301,Ferminger,0
427302,Simmers,1
427303,Rudd,1
427304,Power,0
427305,Millsap,0
427306,Sartin,0
427307,Donat,0
427308,Haylett,0
427309,Neligan,1
427310,Lamberts,0
427311,Shackle,0
427312,Doy,0
427313,Gokes,0
427314,Wooton,0
427315,Kelle,0
427316,Ondricek,0
427317,Cunnow,0
427318,Wannes,0
427319,Pinchin,0
427320,Whoston,0
427321,Greatrex,0
427322,Bartholomieu,0
427323,Adnams,0
427324,Zambon,0
427325,Leyrroyd,0
427326,Garnar,0
427327,Spurier,0
427328,Fleckno,0
427329,Moralee,0
427330,Edgeon,0
427331,Hatcher,0
427332,Wyman,0
427333,Abrahamsohn,0
427334,Degg,0
427335,Amner,0
427336,Cleef,0
427337,Kahn,0
427338,Habbes,0
427339,Mattisssen,0
427340,Peaple,1
427341,Philippeaux,1
427342,Ackermann,0
427343,O'Lagene,0
427344,Wainer,0
427345,Bowlesworth,0
427346,Conan,0
427347,Allsebrook,0
427348,Bellino,0
427349,Fendlen,1
427350,Dottrell,0
427351,Alldis,0
427352,Bier,0
427353,Doddrell,0
427354,Baguley,0
427355,Dauby,0
427356,Slyme,0
427357,Scatchar,0
427358,Peacocke,1
427359,Quaintance,0
427360,Tire,0
427361,Marsters,0
427362,Rumble,0
427363,Askem,0
427364,Davidove,1
427365,Pettyfar,1
427366,Saipy,0
427367,Rubinsohn,0
427368,Brompton,1
427369,M'Quharge,1
427370,Scargill,1
427371,Lain,0
427372,Darlasson,1
427373,O' Dornan,1
427374,Schukert,0
427375,Biaggelli,0
427376,Soares,0
427377,Beddin,0
427378,Likly,0
427379,Vereker,0
427380,Fontenot,1
427381,Clere,0
427382,Vassman,0
427383,Ferrieri,0
427384,Stearn,0
427385,Darey,1
427386,Bastie,1
427387,Cronin,0
427388,Morrant,0
427389,Greer,0
427390,Chazelas,1
427391,Kristoffersen,0
427392,Rembaud,0
427393,Mussolini,0
427394,Dulinty,0
427395,Duinkerk,0
427396,Schaben,0
427397,Conyers,0
427398,Josefowicz,0
427399,Philippeaux,0
427400,Adel,1
427401,Ofen,1
427402,Spreadbury,1
427403,Biever,0
427404,Griston,0
427405,Kilmartin,0
427406,Eva,0
427407,Jedrzaszkiewicz,0
427408,Hunnicutt,1
427409,Senussi,0
427410,MacGray,0
427411,Dawbury,0
427412,Bernhardi,0
427413,Marriage,1
427414,Sket,0
427415,Klempke,0
427416,Cohr,0
427417,Sarten,0
427418,Leggott,0
427419,Chetham,1
427420,Lere,0
427421,Tchir,0
427422,Grishunin,0
427423,Yearnes,1
427424,Schukert,0
427425,O' Mahony,1
427426,Degoe,0
427427,Shafto,0
427428,Simonel,0
427429,Cleaton,0
427430,O'Geneay,1
427431,Duchart,1
427432,Renshaw,0
427433,Wittman,0
427434,Lothean,1
427435,Dumbellow,0
427436,Polendine,0
427437,Slyvester,0
427438,Penwell,0
427439,Duinkerk,0
427440,Messitt,0
427441,Christoforou,0
427442,Moxom,0
427443,Olle,0
427444,Jiroutka,1
427445,McGrill,0
427446,Kegan,0
427447,Atyeo,0
427448,Gentsch,0
427449,Cowing,0
427450,Cran,0
427451,Boseley,0
427452,Shakesbye,0
427453,Haucke,0
427454,Seaborne,1
427455,Riden,1
427456,Thiem,0
427457,Chadderton,1
427458,Sibyllina,0
427459,Leon,1
427460,Raubenheimers,1
427461,Juorio,0
427462,Andreia,0
427463,Henmarsh,0
427464,Mechan,0
427465,Bruhnke,0
427466,Bartoszewicz,0
427467,Eric,0
427468,aManger,1
427469,Butcher,0
427470,Wawer,0
427471,Gosnall,0
427472,Bartali,1
427473,Wilcher,0
427474,Allin,0
427475,Blanch,0
427476,Goodale,0
427477,Jobke,1
427478,Simenot,0
427479,Cheshire,0
427480,Nulty,1
427481,Hanson,0
427482,Fawdrie,1
427483,Tatteshall,0
427484,Alessandone,0
427485,Durston,0
427486,Poynor,0
427487,Izak,0
427488,Winton,0
427489,Lente,0
427490,Fulmen,0
427491,Swedeland,0
427492,Lancaster,0
427493,Leggatt,0
427494,Filipowicz,1
427495,Dubock,1
427496,Crowdace,0
427497,Stribling,0
427498,Dahlman,0
427499,Bagnell,0
427500,Childes,1
427501,Nellis,0
427502,McKue,1
427503,Moquin,0
427504,Melville,1
427505,Luchelli,0
427506,Jeness,0
427507,Cardis,0
427508,Brockhouse,0
427509,Tumielli,1
427510,Durn,0
427511,Simonel,0
427512,Beaney,0
427513,Fitzsymons,0
427514,Collabine,0
427515,Mathen,1
427516,Prosser,1
427517,Purver,0
427518,Latchmore,0
427519,Mace,0
427520,Houseman,0
427521,Tinniswood,1
427522,Lawrenz,0
427523,Millier,0
427524,Foxon,0
427525,Palfreeman,0
427526,Butfield,1
427527,Brawley,0
427528,Kezor,0
427529,Klos,0
427530,Spread,0
427531,Meriton,0
427532,Crosseland,0
427533,Winchurst,1
427534,Gillum,1
427535,Cobbin,1
427536,Brede,0
427537,Milazzo,1
427538,Huyghe,0
427539,Rickeard,1
427540,Libbis,0
427541,Cullum,1
427542,Wason,1
427543,Greest,0
427544,Dymidowski,0
427545,Cosgriff,0
427546,Dymidowicz,0
427547,Gaythwaite,0
427548,Gilphillan,0
427549,Abramowitz,0
427550,Verick,0
427551,Gapper,0
427552,Culshew,0
427553,Tuffs,0
427554,Oldmeadow,0
427555,Millery,0
427556,Woodgate,0
427557,McGurk,0
427558,O'Duggan,0
427559,Woltering,0
427560,Kelland,0
427561,Heald,0
427562,Coste,1
427563,Stuther,0
427564,Szymonwicz,1
427565,Fiddymont,0
427566,Atterley,0
427567,Martyntsev,0
427568,Isard,1
427569,Buscher,0
427570,Limer,0
427571,Pickle,1
427572,Bamlett,1
427573,Middler,1
427574,Greaterex,0
427575,Stallion,0
427576,Geill,1
427577,Cotty,1
427578,Corley,0
427579,Lawrance,1
427580,Gilphillan,0
427581,Penas,0
427582,Seniour,0
427583,Rizziello,0
427584,Fossord,0
427585,Goff,0
427586,Balam,1
427587,Gavaghan,0
427588,Stidston,0
427589,Duhig,0
427590,Spedroni,0
427591,Mayo,0
427592,Goneau,0
427593,Manifold,1
427594,Franc,1
427595,Sporner,0
427596,Cocozza,0
427597,Edwinson,0
427598,Ramplee,0
427599,Kelberer,0
427600,Probey,0
427601,MacAless,0
427602,Le Marchand,0
427603,Meir,1
427604,Mertgen,0
427605,Gransden,0
427606,Gaddas,0
427607,Pond,1
427608,McPolin,1
427609,Stidworthy,0
427610,Obal,1
427611,Treweela,0
427612,Carmichael,0
427613,Balke,0
427614,Cusick,0
427615,Colbran,0
427616,Stitle,0
427617,Navarijo,0
427618,Segges,0
427619,Sayburn,1
427620,Streetley,1
427621,Keyworth,0
427622,Dimmne,0
427623,Arger,0
427624,Sheere,0
427625,Chaplain,1
427626,Niset,0
427627,Purdey,0
427628,Mocquer,0
427629,Ahearne,0
427630,Morfell,0
427631,Eplate,0
427632,Jervoise,0
427633,Hunnywell,0
427634,Blazej,0
427635,Hasell,0
427636,Veldens,0
427637,Jirick,0
427638,Hehir,0
427639,Pawelek,0
427640,Oldland,1
427641,De Morena,0
427642,Coneybeare,0
427643,MacKeller,1
427644,Marchington,0
427645,Manthroppe,0
427646,Baum,1
427647,Blunsum,0
427648,Percifer,1
427649,Andrioletti,0
427650,Fyrth,0
427651,Hopfer,0
427652,Rheam,0
427653,Fitkin,0
427654,Roote,1
427655,Bone,0
427656,Wewell,1
427657,Willbond,0
427658,Brounfield,0
427659,Gaitley,0
427660,Pember,0
427661,Stango,0
427662,Baldin,0
427663,Topaz,0
427664,Donavan,0
427665,Murney,0
427666,Cabrera,0
427667,Farrand,1
427668,Aiston,1
427669,McCome,0
427670,Seid,0
427671,Charville,0
427672,Hiorn,1
427673,Krollmann,1
427674,Brindley,1
427675,Gianninotti,0
427676,Keilty,1
427677,North,0
427678,Lenden,0
427679,Gadman,0
427680,Ruprecht,0
427681,Boydle,0
427682,Rolin,0
427683,Howis,0
427684,Rowler,0
427685,Jakolevitch,0
427686,Roskell,0
427687,Dumberrill,0
427688,Shimman,0
427689,Kenningham,0
427690,Vannar,0
427691,McIlhatton,1
427692,Standring,1
427693,Aspinall,0
427694,Croyden,0
427695,Olding,0
427696,Roumier,0
427697,Langeley,0
427698,Vassano,0
427699,Lyenyng,0
427700,Filmer,0
427701,Carmont,0
427702,O'Docherty,0
427703,Twinterman,1
427704,MacNish,1
427705,Cosgriff,1
427706,Fawdrie,0
427707,Wickwar,0
427708,Angelini,0
427709,Fendt,0
427710,Percifer,0
427711,Hiorn,0
427712,Gilchriest,0
427713,Sail,0
427714,Hickinbottom,0
427715,Cowin,0
427716,Exelby,0
427717,Wolford,1
427718,Targetter,0
427719,Craigie,1
427720,Leddie,1
427721,Capelen,0
427722,Longthorn,0
427723,Burcombe,0
427724,Moorman,0
427725,Baudry,1
427726,Gatecliff,0
427727,Flade,0
427728,Prester,0
427729,Setterington,0
427730,Hussell,1
427731,Marham,1
427732,Daile,0
427733,Grasser,0
427734,Kubera,0
427735,Mullaney,1
427736,Joutapavicius,0
427737,Warsap,0
427738,Chicco,0
427739,Windrus,0
427740,Brough,0
427741,Pickard,0
427742,Press,0
427743,Byart,0
427744,Oxbrow,1
427745,Blunsum,0
427746,Dunguy,0
427747,Dewen,1
427748,Hryniewicki,1
427749,Bengefield,1
427750,Aviss,1
427751,Challiss,0
427752,Gebbie,0
427753,Garoghan,0
427754,Leaver,0
427755,Dyble,0
427756,Cauldwell,0
427757,Gwilliams,0
427758,Chastan,0
427759,Dwelley,1
427760,De Ath,0
427761,Ferrieri,0
427762,Zavittieri,1
427763,Normanell,0
427764,Eddowis,0
427765,Varney,1
427766,Onion,0
427767,Dillow,0
427768,Baiden,0
427769,Peppin,1
427770,Brader,0
427771,Gulliver,0
427772,McCay,0
427773,Abad,0
427774,Norway,0
427775,Trevett,1
427776,Lemon,0
427777,Sherrocks,0
427778,Neumann,1
427779,Ledwich,0
427780,Tarte,0
427781,Hassan,0
427782,Lisimore,0
427783,Parham,1
427784,Lodden,0
427785,Norssister,0
427786,Scruby,0
427787,Anker,0
427788,Hartil,1
427789,Celand,1
427790,Waller,1
427791,Rappport,0
427792,Rushforth,0
427793,Armit,1
427794,Gooding,0
427795,Pacheco,0
427796,Brownill,0
427797,Gravell,0
427798,MacFarland,0
427799,Croux,0
427800,Sowle,0
427801,Panks,1
427802,Dessent,0
427803,Blance,0
427804,Willisch,0
427805,Luckie,0
427806,Cane,0
427807,Hovey,0
427808,Spencers,0
427809,Vasyukhichev,0
427810,Hinstock,0
427811,Leer,0
427812,Byforth,0
427813,McKeever,0
427814,Simpson,0
427815,Cassell,0
427816,Paskin,0
427817,Falkinder,0
427818,Bavidge,0
427819,Doumerc,1
427820,Durno,0
427821,Dooney,0
427822,Koch,0
427823,Dudden,0
427824,O'Luby,0
427825,Brave,0
427826,Bedell,0
427827,De Gregario,0
427828,Boylund,0
427829,Francioli,0
427830,Collerd,1
427831,Sibbs,0
427832,Boundey,0
427833,Coumbe,0
427834,Stutard,0
427835,Rhodus,1
427836,Cicchitello,0
427837,Hankins,0
427838,Scamwell,1
427839,Friett,1
427840,Caulfield,0
427841,Jessett,0
427842,Hosten,0
427843,VanBrugh,0
427844,Ludron,1
427845,Beddows,1
427846,Tomkin,0
427847,Brevitt,1
427848,Vanyushin,0
427849,Jannequin,0
427850,de Verson,0
427851,Yokel,0
427852,Bedenham,0
427853,Methven,0
427854,Elcox,1
427855,Cowcha,0
427856,Blancowe,1
427857,Jaumet,0
427858,Borel,0
427859,Kobes,0
427860,Sambals,0
427861,Maddigan,0
427862,Primo,0
427863,Leebetter,0
427864,Marzelle,1
427865,Stading,1
427866,Hatchman,0
427867,MacKnocker,0
427868,Willder,0
427869,Van Waadenburg,0
427870,Pawelczyk,0
427871,Jorez,0
427872,Tipling,1
427873,Chretien,1
427874,Gercken,0
427875,Bebb,0
427876,Brane,0
427877,Mandres,1
427878,Hanmer,0
427879,Beatson,0
427880,Dawe,0
427881,Dana,0
427882,Dollin,0
427883,Chaloner,1
427884,Richmont,1
427885,Labet,0
427886,Patillo,0
427887,Selborne,0
427888,Kybert,1
427889,Stirland,0
427890,Willgoose,0
427891,Nodin,0
427892,Peaddie,1
427893,Squirrell,0
427894,Kunneke,0
427895,Elce,0
427896,Maharg,0
427897,Chastan,0
427898,Lelievre,0
427899,Sansom,0
427900,Theakston,0
427901,Kelbie,0
427902,Tootin,1
427903,Davidofski,1
427904,Frisel,0
427905,Ernke,0
427906,Dymidowicz,1
427907,Smitheman,0
427908,Scholtz,0
427909,Snaith,0
427910,Vize,0
427911,Goolden,0
427912,Gillies,0
427913,Selborne,0
427914,Gopsill,0
427915,Beckett,1
427916,Burkin,1
427917,Camosso,0
427918,Strewther,0
427919,Constantine,0
427920,Treadgall,0
427921,Belt,0
427922,Carroll,1
427923,Wackly,1
427924,Delyth,0
427925,Stockhill,0
427926,Masterson,0
427927,Roycroft,0
427928,Prickett,0
427929,Scyone,0
427930,Wyburn,1
427931,Gepson,1
427932,Rowlings,1
427933,Bonallick,0
427934,Mongin,0
427935,Lauritzen,0
427936,Mazella,0
427937,Neubigging,0
427938,Barajaz,0
427939,Roskilly,0
427940,Dudenie,0
427941,Yakushkin,0
427942,Georgel,0
427943,Brameld,0
427944,Mixter,0
427945,Dreus,0
427946,Forrest,0
427947,Girsch,0
427948,Croote,1
427949,Sergant,0
427950,Braddock,1
427951,Mallia,0
427952,Garrigan,0
427953,O'Carran,1
427954,Sobczak,0
427955,Wibrow,0
427956,Nevitt,0
427957,Burland,0
427958,Capes,0
427959,Venneur,0
427960,Hawkshaw,0
427961,O'Geneay,0
427962,Heddon,0
427963,Mingey,0
427964,Shopcott,0
427965,Fearns,0
427966,Wapple,0
427967,Winfred,0
427968,Elcomb,1
427969,Vreede,0
427970,Divina,0
427971,McGray,1
427972,Rookeby,0
427973,Hallut,0
427974,Ferrarin,1
427975,Theakston,1
427976,Connikie,0
427977,Goss,0
427978,Tayt,1
427979,Spendlove,0
427980,Bevar,1
427981,Vuittet,1
427982,Stewart,0
427983,Smiz,0
427984,Bennedick,0
427985,Louedey,1
427986,Spencers,0
427987,Dziwisz,0
427988,Castagne,0
427989,Futter,0
427990,Debney,0
427991,Killingworth,0
427992,Visco,0
427993,Peebles,1
427994,Gilders,1
427995,Nansom,0
427996,Whittock,0
427997,Sitlinton,1
427998,Fawlks,0
427999,Oosthout de Vree,0
428000,Issac,0
428001,Stefi,0
428002,Brownsmith,1
428003,Baggiani,0
428004,Beamson,0
428005,Scolland,0
428006,Izon,1
428007,Stiegars,0
428008,Darlison,0
428009,Cecchi,1
428010,Renforth,0
428011,Doige,0
428012,Hirschmann,0
428013,Eskrigge,0
428014,McMeanma,0
428015,Kernaghan,0
428016,Forryan,0
428017,Moores,0
428018,Kilcullen,0
428019,Gommery,0
428020,Domleo,1
428021,Gainsborough,0
428022,O'Neal,1
428023,Keoghane,0
428024,Balkwill,0
428025,Stoving,1
428026,Lockyear,0
428027,Martel,0
428028,Pettko,0
428029,Hadleigh,0
428030,Page,1
428031,Hallbord,0
428032,Vondrak,1
428033,Fermer,1
428034,Herculson,0
428035,Scotts,0
428036,Lennon,0
428037,Abad,0
428038,Cooling,0
428039,Hobson,0
428040,Wayne,0
428041,Oppery,1
428042,Bourtoumieux,1
428043,Erdis,0
428044,Bastie,0
428045,Hablet,0
428046,Bruff,0
428047,Rigg,1
428048,Sells,0
428049,Hutton,1
428050,Echlin,0
428051,Burgyn,0
428052,Magister,0
428053,Spight,1
428054,Sire,0
428055,Prickett,0
428056,Burvill,0
428057,Boyall,0
428058,Caddan,0
428059,Kezourec,1
428060,Huskisson,0
428061,Woodyear,0
428062,Rigts,0
428063,Aikenhead,0
428064,Harteley,0
428065,Limrick,0
428066,Ixor,0
428067,Montford,0
428068,Lowater,0
428069,Alejo,0
428070,Simnett,0
428071,Strognell,0
428072,Bearham,0
428073,Berndtssen,1
428074,Yushachkov,0
428075,Conyers,0
428076,Ivancevic,0
428077,Wildblood,0
428078,Jaeggi,0
428079,Lilliman,1
428080,Lown,0
428081,Saunt,0
428082,Bausmann,0
428083,Smiths,1
428084,Kwietak,0
428085,Lanchbery,0
428086,Flemming,0
428087,Learie,0
428088,Elham,0
428089,Flieger,0
428090,Tewnion,0
428091,Littley,0
428092,Geratt,0
428093,Jellis,1
428094,von Nassau,0
428095,Pittendreigh,0
428096,Huby,0
428097,Noice,1
428098,Abbe,0
428099,Nuss,1
428100,Hynard,0
428101,Baldin,1
428102,Carus,0
428103,Kretchmer,0
428104,Huot,1
428105,Purches,0
428106,Elington,0
428107,Suston,0
428108,Sails,0
428109,Hadgraft,1
428110,Parffrey,0
428111,Scrinage,0
428112,Dockrill,0
428113,Dempster,0
428114,Grose,0
428115,Gherarducci,1
428116,Goering,1
428117,Keaves,0
428118,Nuss,0
428119,Beeswing,0
428120,Kinchley,0
428121,Vanstone,0
428122,Elsbury,0
428123,Parlour,0
428124,Faull,1
428125,Shimony,0
428126,Phare,0
428127,Rymell,0
428128,Keyson,0
428129,Bothen,0
428130,MacColgan,0
428131,Dalwood,0
428132,Bernier,0
428133,Bonson,1
428134,Jouandet,1
428135,McQuillan,0
428136,Lynn,1
428137,Dougill,0
428138,Newvill,1
428139,Scarrisbrick,0
428140,Ahearne,0
428141,Bonett,1
428142,Trousdell,1
428143,Bosher,0
428144,Billington,1
428145,Reame,1
428146,Sheppey,0
428147,Norway,1
428148,Ianno,0
428149,Disney,1
428150,Dews,0
428151,Meletti,0
428152,Tomaszek,1
428153,Kegan,1
428154,Crix,0
428155,Finessy,0
428156,Larrat,1
428157,Jeannesson,1
428158,Kristoffersson,0
428159,De la Yglesia,0
428160,Lardez,0
428161,Vern,0
428162,Batcheldor,0
428163,Reary,0
428164,Grinnov,0
428165,Simonian,1
428166,Perche,0
428167,Newhouse,0
428168,Mitkin,0
428169,Moscon,0
428170,Saurat,1
428171,Swadon,1
428172,Stalman,1
428173,Tidridge,0
428174,Fedorski,0
428175,Knowlys,0
428176,Gueny,0
428177,Wornham,0
428178,Bremmer,0
428179,Simnett,0
428180,Sheeres,0
428181,Vereker,0
428182,Mully,1
428183,Mance,0
428184,Umbert,0
428185,Hryniewicki,0
428186,Labitt,1
428187,Willison,0
428188,Black,0
428189,Pittendreigh,0
428190,Dainty,0
428191,Fuchs,0
428192,Groneway,0
428193,Janning,1
428194,McReath,0
428195,Rashleigh,0
428196,Zellick,0
428197,Hairsnape,0
428198,Lorentz,0
428199,Chavez,0
428200,Simioli,0
428201,Schlagh,0
428202,Goldspink,1
428203,Sinfield,0
428204,Buckoke,0
428205,Bellocht,0
428206,Sommerscales,1
428207,Southam,0
428208,Talboy,0
428209,Hornig,0
428210,Aguirrezabal,0
428211,Parradice,0
428212,Matushevitz,1
428213,Carnelley,0
428214,Denkin,0
428215,Rottger,0
428216,Vann,0
428217,Rohlfs,0
428218,Rao,0
428219,Gomer,1
428220,Clemmensen,0
428221,Pippin,0
428222,Bickerstaffe,1
428223,Ianilli,0
428224,MacDonogh,0
428225,Levings,0
428226,Heber,0
428227,Blethin,1
428228,Cheevers,0
428229,Alabaster,0
428230,Chese,0
428231,Challens,0
428232,Gamblin,1
428233,Koop,0
428234,Dono,0
428235,Natalie,0
428236,Brownstein,0
428237,Nassy,1
428238,Phelp,1
428239,Hawarden,0
428240,Scatcher,1
428241,Francais,0
428242,Lifton,0
428243,Gallifont,0
428244,Poschel,0
428245,Bigrigg,1
428246,Arboine,1
428247,Caulfield,0
428248,Dorrian,0
428249,Eliasen,1
428250,Lauritzen,0
428251,Kenewell,0
428252,Brion,0
428253,Troake,0
428254,Oubridge,0
428255,Pinkard,0
428256,Annwyl,1
428257,Dorcey,0
428258,Fairleigh,0
428259,Bodley,0
428260,Farbrace,1
428261,Bukac,0
428262,Meconi,0
428263,Boffey,0
428264,Harridge,1
428265,Hayes,0
428266,La Padula,0
428267,Sandford,0
428268,McDaid,0
428269,Atton,0
428270,Spenclay,0
428271,Chattelaine,0
428272,Callinan,0
428273,Penn,0
428274,Leteurtre,0
428275,Kundert,1
428276,Goff,0
428277,Woodgate,0
428278,Tuppeny,0
428279,Giacomozzo,0
428280,Baxstar,1
428281,Ondricek,0
428282,Pinching,0
428283,Larne,0
428284,Gavriel,0
428285,Guyonneau,0
428286,Graddell,0
428287,Bretland,0
428288,Ragate,0
428289,Spaduzza,0
428290,Nardi,0
428291,Weddeburn,0
428292,Ragate,0
428293,Darrell,1
428294,Papez,0
428295,Heatly,0
428296,Plain,0
428297,Heliot,0
428298,Croney,0
428299,Fruish,0
428300,Franzman,0
428301,Bartaletti,1
428302,Baudts,0
428303,Lacoste,0
428304,Lapidus,1
428305,Garroway,0
428306,Scardafield,0
428307,Rochester,0
428308,Natalie,0
428309,Holmyard,0
428310,Vasnev,1
428311,Keeble,0
428312,Fancutt,0
428313,Pitkeathly,0
428314,McKerrow,1
428315,Dover,0
428316,Tender,1
428317,Battill,0
428318,Gatecliff,0
428319,Astbery,0
428320,Vallender,0
428321,Lempel,0
428322,Duncan,0
428323,Beumant,0
428324,Rae,0
428325,Prin,0
428326,Corton,1
428327,Bather,0
428328,Gwilliam,1
428329,Connold,1
428330,Speer,1
428331,Pawsey,0
428332,Rishworth,0
428333,Whetnall,1
428334,McRamsey,0
428335,Dennant,0
428336,Succamore,0
428337,Carek,0
428338,Sturror,0
428339,Casswell,1
428340,Bolding,0
428341,Caplin,0
428342,Domb,0
428343,Wyleman,0
428344,Diamond,0
428345,Boissier,0
428346,Eberlein,0
428347,Emmet,0
428348,Tuer,0
428349,Parffrey,0
428350,Christiensen,0
428351,Harome,1
428352,Plackstone,0
428353,Oseland,1
428354,Train,0
428355,Bellay,0
428356,Tomasino,0
428357,Arman,0
428358,Cawthery,0
428359,Jirick,1
428360,Marczyk,0
428361,Zorzin,0
428362,Dorton,0
428363,Reglar,0
428364,Massow,0
428365,Loveredge,0
428366,Daviot,0
428367,Wapol,0
428368,Brundrett,0
428369,Nugent,0
428370,Spriggin,1
