childid,first_name,familyid,age,misbehaviorindex
108689,Saunderson,426590,11,0.2138369839
108690,Bonni,426591,3,5.2837737E-6
108691,Hermon,426591,5,0.0328777746
108692,Hernando,426592,9,0.9207043028
108693,Allis,426593,13,0.0011146632
108694,Al,426594,11,0.8085559042
108695,Lindy,426595,2,0.2763684761
108696,Wanids,426595,5,0.0004192357
108697,Gilligan,426596,1,0.419423407
108698,Mahalia,426597,14,0.0006858364
108699,Blanch,426598,7,0.0054674393
108700,Adriaens,426599,10,0.0214804838
108701,Stefan,426600,3,0.3989039605
108702,Haywood,426600,16,0.0583442976
108703,Agneta,426600,10,0.241067798
108704,Grannie,426601,7,0.5011820144
108705,Palmer,426601,2,0.0344478084
108706,Goran,426602,13,0.0000109853
108707,Hunter,426602,14,1.2756215E-6
108708,Roxana,426602,15,0.1447678668
108709,Celeste,426603,1,0.5900492531
108710,Matthus,426604,16,1.8303112E-7
108711,Hilda,426604,9,0.0306101752
108712,Madelaine,426604,6,0.18279807
108713,Mohandas,426605,4,0.0056982687
108714,Meagan,426605,6,0.0008080368
108715,Hugh,426605,12,0.3693375073
108716,Celie,426606,11,0.87435992
108717,Brandice,426607,10,0.0527702647
108718,Fidela,426607,1,0.0668314296
108719,Anetta,426607,12,0.444058384
108720,Corabella,426608,9,0.0932796681
108721,Dorice,426608,6,0.0000126275
108722,Alan,426609,1,0.0008836481
108723,Cyndy,426610,5,0.0533376274
108724,Dru,426611,1,0.0029776404
108725,Judith,426612,16,0.0367908313
108726,Anny,426613,9,0.7414983707
108727,Maitilde,426614,15,0.3698380058
108728,Ashlan,426614,15,0.0000236191
108729,Stanwood,426615,1,0.3417843116
108730,Chelsy,426616,16,0.9976480628
108731,Jolene,426617,3,0.0038849502
108732,Abram,426617,4,0.2711377711
108733,Herbert,426617,13,0.1709568649
108734,Marsiella,426618,4,0.847135869
108735,Tandie,426618,4,0.0291553535
108736,Alvira,426619,3,0.9600162223
108737,Merle,426620,3,0.082550481
108738,Jessamine,426621,4,0.5449033538
108739,Nettle,426621,17,0.020649729
108740,Barr,426622,1,4.5840444E-9
108741,Ingamar,426622,6,1.3065208E-7
108742,Domini,426623,7,0.5832599714
108743,Rickey,426623,17,0.3766205251
108744,Edgardo,426624,1,0.1593119661
108745,Saunder,426624,4,0.0109522128
108746,Cathie,426624,16,0.1298271289
108747,Richmound,426625,0,0.3048892274
108748,Ewen,426625,15,0.1484733273
108749,Petrina,426626,11,0.0088054526
108750,Ulric,426626,15,0.1683423367
108751,Ivy,426627,5,0.894540155
108752,Lorrin,426628,11,0.2854848307
108753,Doria,426629,1,0.022169645
108754,Dennet,426629,6,0.0619575107
108755,Sofia,426630,18,0.0151513738
108756,Roi,426631,5,0.01728468
108757,Dino,426631,8,0.0889682673
108758,Mikael,426631,2,0.0913064258
108759,Pansie,426632,10,0.0007966221
108760,Emmery,426633,8,0.690216079
108761,Eveline,426634,16,0.9572690897
108762,Verena,426635,10,0.005687628
108763,Lars,426635,1,0.8123288486
108764,Petronille,426635,15,0.0142236001
108765,Sergeant,426636,15,0.0065177797
108766,Johny,426636,0,0.811816147
108767,Ozzy,426637,2,0.0318123516
108768,Radcliffe,426637,9,0.0256901257
108769,Jarib,426638,10,2.2346137E-6
108770,Camel,426638,10,0.3850222005
108771,Blythe,426638,15,0.0002341222
108772,Leora,426639,13,0.21033076
108773,Ginelle,426640,7,0.2922047696
108774,Wileen,426641,3,0.0511750744
108775,Kali,426642,1,0.0687863921
108776,Jilleen,426643,18,1.6053777E-7
108777,Joy,426644,7,0.0819887209
108778,Shelly,426644,6,0.267164994
108779,Germain,426645,15,0.175541129
108780,Lane,426646,9,0.3361439382
108781,Mohandas,426646,17,0.1749034523
108782,Kirstyn,426646,6,0.0746291733
108783,Margaretha,426647,3,4.2462845E-8
108784,Catlee,426648,6,0.0536898831
108785,Mireille,426648,4,0.0108110824
108786,Dick,426648,3,0.0120170432
108787,Nappie,426649,1,0.3721078703
108788,Sybil,426649,11,0.0113697122
108789,Berty,426649,3,0.9466311084
108790,Neville,426650,18,0.1039645042
108791,Gallagher,426651,4,0.2151792492
108792,Demetris,426651,3,0.3329807272
108793,William,426652,11,0.523686687
108794,Babs,426652,1,0.8399661976
108795,Rebekkah,426653,3,3.9521104E-8
108796,Web,426654,5,0.0012501886
108797,Sydney,426654,15,0.7019371059
108798,Selle,426654,10,0.0040372358
108799,Boyd,426655,2,0.0007131187
108800,Myrtia,426656,14,0.0129643689
108801,Carri,426657,15,0.0003717806
108802,Cassondra,426658,6,0.9038624018
108803,Therese,426658,11,0.0006358187
108804,Carmelina,426659,14,0.0158407954
108805,Kathie,426659,8,0.0002619326
108806,Sharyl,426660,7,0.0822481604
108807,Kylie,426660,15,0.002363307
108808,Osmond,426661,7,0.0034267143
108809,Randee,426661,16,0.0355143186
108810,Theresita,426661,16,0.0000291926
108811,Marchelle,426662,17,0.0092655991
108812,Jules,426663,7,0.7900649008
108813,Tisha,426663,12,1.0473952E-7
108814,Emilee,426663,5,0.1728781078
108815,Vicky,426664,5,0.2593135403
108816,Elden,426665,11,0.0027939392
108817,Mame,426666,7,0.0039043356
108818,Emilia,426666,10,0.0333120751
108819,Laina,426667,2,3.7508479E-7
108820,Tracie,426667,5,0.4664184117
108821,Leontine,426668,2,8.8158888E-6
108822,Rhea,426668,12,0.1004105755
108823,Mohammed,426669,3,0.5387818137
108824,Alyssa,426670,10,0.000012816
108825,Mead,426670,12,0.1517159502
108826,Darius,426670,17,0.0751151497
108827,Milka,426671,7,0.7965076012
108828,Mariellen,426671,12,0.9104988122
108829,Beatrice,426671,18,0.0134522918
108830,Ken,426672,0,0.0771249727
108831,Grantley,426672,7,0.0021139887
108832,Filmer,426672,5,2.6211425E-7
108833,Monte,426673,2,0.0115684042
108834,Ari,426674,12,0.951473779
108835,Cull,426675,1,0.8571269272
108836,Quinn,426676,15,0.024486687
108837,Kincaid,426677,5,0.0232080918
108838,Rosamund,426678,1,0.0108497551
108839,Leon,426679,15,0.0163555201
108840,Sari,426679,16,0.0001891698
108841,Fairlie,426680,7,5.9357887E-6
108842,Goldia,426680,10,0.9419046316
108843,Shea,426680,10,0.003784797
108844,Brana,426681,8,0.1924912764
108845,Randell,426682,15,0.5804706916
108846,Rebeca,426682,12,0.0003764456
108847,Fidel,426682,8,0.0463744368
108848,Renee,426683,15,0.3771647064
108849,Laurella,426684,10,0.0048255508
108850,Itch,426684,7,0.0005404856
108851,Verene,426684,10,0.0067499588
108852,Kessia,426685,17,0.9681077668
108853,Montague,426685,2,1.9508874E-6
108854,Thaddus,426685,5,0.0032438521
108855,Saunderson,426686,9,0.0099750756
108856,Annis,426687,8,0.0241667723
108857,Greg,426687,11,0.6133401585
108858,Allison,426687,14,0.1235225028
108859,Susana,426688,12,0.0040345563
108860,Sukey,426689,0,0.000364311
108861,Elysee,426689,14,0.3595273362
108862,Jessalyn,426689,7,0.979633142
108863,Lurette,426690,11,0.7314188212
108864,Uriel,426691,3,0.2794006389
108865,Starla,426691,9,0.5884223869
108866,Sander,426692,16,0.0005589625
108867,Abbey,426692,6,0.0653193127
108868,Dorri,426693,4,0.0186191117
108869,Sonja,426694,5,0.3617842469
108870,Adolpho,426694,7,0.0170340639
108871,Vanda,426695,9,0.5593437652
108872,Egor,426695,12,0.4986678632
108873,Marlie,426695,5,0.3649987216
108874,Marwin,426696,8,0.3104441212
108875,Antonella,426697,14,0.9433086653
108876,Filide,426697,16,0.0818815014
108877,Merrill,426697,3,0.0488028047
108878,Bethena,426698,16,0.0003886419
108879,Perry,426699,14,1.6154437E-6
108880,Gradey,426700,10,0.1833536967
108881,Derron,426701,3,0.6274662507
108882,Gonzalo,426701,8,0.0009297068
108883,Tybalt,426702,13,0.0014476136
108884,Esta,426703,2,0.0340930347
108885,Venus,426704,1,0.0001131924
108886,Lois,426704,15,0.0430294771
108887,Binni,426704,5,0.0000121813
108888,Amaleta,426705,7,0.9011840314
108889,Nari,426706,13,0.8098541211
108890,Jamey,426706,7,0.7269521334
108891,Elton,426707,11,5.2172017E-6
108892,Ethe,426708,1,0.0000190253
108893,Trevar,426709,4,0.0357791772
108894,Levin,426710,7,0.0022489761
108895,Jud,426710,17,0.949903791
108896,Mella,426711,16,0.8523930797
108897,Irvin,426712,17,0.0430713805
108898,Cissiee,426713,9,0.0001220355
108899,Jeromy,426713,0,0.2949117003
108900,Mylo,426714,5,0.0003283308
108901,Alie,426715,1,0.0001064557
108902,Savina,426716,10,0.6233079751
108903,Teena,426717,17,0.0037121027
108904,Fanny,426718,2,1.3451497E-6
108905,Teodor,426719,15,3.3365891E-7
108906,Rabi,426720,7,0.1053210989
108907,Athena,426721,14,0.2447104996
108908,Nicky,426721,5,0.4439473642
108909,Rollo,426721,3,0.0106107151
108910,Gretchen,426722,18,2.0704294E-7
108911,Mel,426723,8,0.000010064
108912,Sally,426724,8,0.0006283705
108913,Selia,426724,1,4.0076659E-7
108914,Cosmo,426725,7,0.0006935887
108915,Christoforo,426726,1,0.0011612902
108916,Wilbert,426726,7,0.000315621
108917,Jaimie,426727,8,0.0025611247
108918,Tomaso,426728,5,0.0636007156
108919,Rubetta,426728,12,0.0028440051
108920,Patton,426729,7,0.2890155935
108921,Natasha,426730,11,0.4162502478
108922,Neysa,426731,4,0.269877361
108923,Talya,426732,15,0.0000889291
108924,Silvia,426733,13,0.0896252026
108925,Isaiah,426734,2,2.4973746E-7
108926,Alexandros,426734,10,0.0052701306
108927,Sybil,426735,11,0.9588767083
108928,Eleanor,426736,17,0.131174331
108929,Ian,426737,16,0.0990507708
108930,Juieta,426738,1,0.9392978001
108931,Maurits,426739,18,0.0008351507
108932,Leroi,426739,11,0.0000944079
108933,Rhody,426739,14,0.4403617295
108934,Lizzy,426740,9,0.0017073456
108935,Diandra,426741,10,0.4717192181
108936,Didi,426741,9,0.0084573809
108937,Florry,426742,9,0.8331721599
108938,Merilee,426742,9,0.0073275712
108939,Shelly,426743,8,0.372664778
108940,Barnebas,426743,13,0.0001276673
108941,Willey,426744,6,0.0095888074
108942,Peta,426745,8,0.1335273455
108943,Liv,426745,17,1.2433721E-6
108944,Kiele,426745,17,0.0287934213
108945,Hannie,426746,6,0.0000368985
108946,Pegeen,426747,7,0.0200466831
108947,Fee,426748,10,0.5385055396
108948,Faustine,426749,4,0.0097884648
108949,El,426749,1,0.0005235435
108950,Thorn,426750,3,0.3734100841
108951,Tamera,426750,7,9.1717843E-6
108952,Elton,426751,3,0.13402798
108953,Rosemonde,426752,18,0.8933148053
108954,Erica,426753,2,0.9355977571
108955,Dyane,426753,14,0.565489767
108956,Ferguson,426754,15,0.4863730552
108957,Milt,426755,16,0.0013923074
108958,Albert,426756,1,0.1432606727
108959,Nikki,426757,7,0.6959153457
108960,Fin,426758,8,1.823689E-6
108961,Elicia,426759,16,0.3433635732
108962,Deb,426760,7,0.9916173568
108963,Kathrine,426761,14,2.8413415E-7
108964,Anstice,426761,5,0.0000122316
108965,Pierre,426762,15,1.5204273E-6
108966,Kelcey,426763,6,0.1731842794
108967,Pauletta,426764,9,0.0740131036
108968,Haywood,426765,15,0.011706051
108969,Laraine,426765,16,4.104919E-11
108970,Fanchon,426765,4,0.0066587978
108971,Rickert,426766,5,7.154245E-10
108972,Randi,426766,14,0.1542852664
108973,Layne,426767,3,0.2507947602
108974,Harper,426767,11,0.0528309242
108975,Annissa,426768,8,0.7738177199
108976,Ari,426768,13,0.055157365
108977,Kira,426769,14,0.1427577559
108978,Michelle,426770,10,0.0620098663
108979,Maud,426770,9,0.0050349939
108980,See,426770,17,3.1342847E-8
108981,Oliver,426771,7,0.2406753256
108982,Elly,426772,10,1.4951853E-6
108983,Cathe,426772,11,0.0017505122
108984,Baxy,426772,8,0.0141399037
108985,Jase,426773,4,0.0730815272
108986,Elsi,426773,13,3.0185671E-7
108987,Dermot,426773,4,0.2237791889
108988,Torrey,426774,9,1.471555E-6
108989,Bobbe,426775,8,0.1447401676
108990,Gwennie,426775,6,5.6312489E-7
108991,Deeanne,426775,16,1.61572E-13
108992,Arabel,426776,17,0.8092650792
108993,Beverlie,426777,0,0.108327552
108994,Jenifer,426778,15,0.0252717394
108995,Augustina,426779,1,0.5349626311
108996,Merwin,426780,12,0.015426588
108997,Mortimer,426780,5,0.0522458923
108998,Boote,426781,13,0.7920084797
108999,Vlad,426781,8,3.6590511E-6
109000,Isis,426781,11,0.0055695753
109001,Mallorie,426782,10,0.3397614296
109002,Darice,426782,13,0.0585727316
109003,Vanya,426782,2,4.1871847E-7
109004,Yulma,426783,12,0.0012095536
109005,Clarey,426783,9,6.2994819E-6
109006,Gavra,426783,13,0.0008024657
109007,Yancey,426784,12,0.6235765637
109008,Eldredge,426785,4,0.3110735645
109009,Gratia,426786,2,0.0599063127
109010,Fredia,426787,13,0.6706705516
109011,Zondra,426787,7,0.0112199434
109012,Binny,426788,10,0.000129967
109013,Herschel,426788,14,0.6901387865
109014,Lanita,426789,5,0.468172722
109015,Mercedes,426790,18,0.0054593833
109016,Davine,426791,6,1.037736E-6
109017,Randolf,426792,15,0.0472663601
109018,Harry,426792,18,0.0158791567
109019,Lemar,426793,8,0.0076969685
109020,Joshua,426794,12,0.8649597831
109021,Karol,426794,16,0.0316125039
109022,Arney,426794,8,0.0000328527
109023,Flora,426795,4,0.2776693792
109024,Josey,426795,9,0.2231774507
109025,Petrina,426796,2,0.7701922974
109026,Nicolette,426797,3,0.367352741
109027,Addia,426797,12,0.0015826352
109028,Nicol,426797,6,0.3104099962
109029,Laurella,426798,11,0.0942551103
109030,Saxe,426799,8,0.0001681326
109031,Timotheus,426800,9,0.030768879
109032,Derward,426800,8,0.0488381078
109033,Adriena,426800,4,0.3492108535
109034,George,426801,13,0.0020602229
109035,Melodee,426802,2,0.0547236568
109036,Tawsha,426802,5,0.0746256394
109037,Felix,426803,10,3.0683737E-7
109038,Rochester,426804,5,5.1965155E-7
109039,Johanna,426805,1,0.0008062858
109040,Cullin,426806,8,0.0051102664
109041,Dugald,426806,7,0.0001246517
109042,Trenton,426807,7,5.551409E-13
109043,Mendie,426807,10,0.4546640406
109044,Juliann,426808,2,0.1648944621
109045,Brendan,426808,15,0.0369857789
109046,Flori,426809,7,0.0081421929
109047,Kristen,426809,16,0.0003010469
109048,Desmund,426809,16,0.1392522883
109049,Lisha,426810,12,0.0000914528
109050,Ad,426810,11,3.0904519E-6
109051,Ashlee,426811,16,0.7294551895
109052,Flinn,426811,4,0.6224678084
109053,Shermie,426812,11,7.6575072E-6
109054,Ursula,426813,2,0.0000388978
109055,Harmonia,426813,0,0.0097108394
109056,Leyla,426814,1,0.0821829324
109057,Gypsy,426815,3,0.0009192655
109058,Bruce,426815,9,0.0222610827
109059,Sheela,426816,1,0.0003695015
109060,Katleen,426816,13,0.0668005905
109061,Markos,426816,7,0.0005577132
109062,Lynelle,426817,18,0.0091089471
109063,Emelda,426818,7,9.6163248E-6
109064,Eb,426819,6,0.7040680771
109065,Hansiain,426819,12,0.1088379989
109066,Woodman,426820,6,0.0216433947
109067,Worden,426820,5,0.0020450935
109068,Howey,426820,7,0.0930974727
109069,Arleyne,426821,18,0.6215561141
109070,Alberto,426822,15,8.0324646E-6
109071,Marrissa,426823,9,0.0005456605
109072,Kriste,426823,0,0.5839130244
109073,Corbie,426824,5,0.364460465
109074,Yulma,426824,7,0.0062310142
109075,Peadar,426824,7,0.0012055945
109076,Emmanuel,426825,14,0.0331421148
109077,Nehemiah,426826,5,0.0000228059
109078,Liva,426827,1,0.0044971727
109079,Annalee,426828,17,0.0133722143
109080,Frank,426828,14,0.1402278415
109081,Henri,426829,0,0.0017419533
109082,Agnella,426830,12,0.0352949293
109083,Farr,426830,13,0.3798406487
109084,Gibby,426830,8,0.2797103839
109085,Prudy,426831,9,0.1139135269
109086,Emyle,426832,13,0.0002144755
109087,Inga,426833,8,8.4776859E-6
109088,Chevy,426834,8,0.3856505722
109089,Arvy,426834,5,0.0293193746
109090,Giovanni,426835,4,0.0066854486
109091,Halie,426835,9,0.0297294055
109092,Mead,426836,2,0.1764820147
109093,Augusto,426836,4,0.0001660216
109094,Penrod,426837,6,0.0449609076
109095,Regen,426837,13,0.5569373569
109096,Jorgan,426838,2,0.0000295939
109097,Celina,426838,14,0.5863970314
109098,Ximenes,426838,13,0.0000144128
109099,Micheal,426839,4,0.000551294
109100,Deina,426839,10,0.0699002387
109101,Leontyne,426839,15,0.019767702
109102,Rustie,426840,11,0.2160496795
109103,Pyotr,426840,14,0.1432835465
109104,Sander,426841,9,0.0036003212
109105,Kermie,426841,13,0.2770201006
109106,Gene,426841,2,0.0256888413
109107,Leon,426842,0,0.5223668641
109108,Ree,426842,14,0.316784828
109109,Coral,426843,4,0.0067972378
109110,Linus,426843,0,0.0488681915
109111,Jefferey,426844,6,0.0497802088
109112,Cash,426845,9,0.00001808
109113,Glenden,426846,11,0.8671486648
109114,Pen,426847,12,0.3557910338
109115,Timmi,426848,17,0.2757759739
109116,Terence,426849,3,0.00261218
109117,Cyndi,426850,8,0.0040311265
109118,Wally,426850,18,0.0273612139
109119,Raddy,426851,16,7.8093751E-7
109120,Janeva,426852,9,0.1352578294
109121,Alyson,426852,11,0.2334065626
109122,Antonio,426852,13,0.0081683795
109123,Tobie,426853,7,0.0001377416
109124,Pincus,426853,9,0.5408851207
109125,Harriott,426853,17,0.0210013461
109126,Brandice,426854,3,1.10126E-6
109127,Tabby,426855,17,0.1707770416
109128,Ulrikaumeko,426855,5,0.0095328273
109129,Alyda,426855,14,0.0879347685
109130,Phillipp,426856,12,0.9479266194
109131,Maegan,426857,14,0.0241127197
109132,Immanuel,426858,17,0.0000434435
109133,Brennen,426858,15,0.0002581219
109134,Barney,426858,9,2.5410422E-6
109135,Sky,426859,4,0.6826811053
109136,Annice,426859,17,0.1316786787
109137,Saundra,426859,0,0.0039912369
109138,Madel,426860,5,0.0575210989
109139,Gregg,426860,10,0.2770988972
109140,Karlie,426861,3,5.317494E-10
109141,Rainer,426862,8,0.242407793
109142,Hillel,426863,11,0.1231343614
109143,Auria,426863,1,0.0644406448
109144,Nicky,426864,5,0.2421921962
109145,Sigismund,426865,15,0.1606680798
109146,Ynez,426866,0,0.1923641002
109147,Alfonso,426866,10,0.0031278386
109148,Gwenora,426867,2,0.1852415398
109149,Sigrid,426868,6,0.078308196
109150,Reagan,426868,2,0.0140160721
109151,Brenda,426869,0,0.1882338283
109152,Bettye,426870,12,0.0423253176
109153,Gianni,426870,5,0.0598915868
109154,Darby,426870,10,0.0496745419
109155,Duky,426871,2,0.0009387774
109156,Rozalie,426872,14,0.0664453777
109157,Bondon,426873,6,0.0008271706
109158,Arny,426874,1,3.1346076E-6
109159,Cody,426874,13,0.8610467521
109160,Kaleb,426875,1,0.0000255041
109161,Hewet,426875,1,0.1408395569
109162,Lorette,426875,5,0.0703577602
109163,Mellisa,426876,11,1.62977E-8
109164,Irving,426877,12,0.1201865477
109165,Darbie,426878,16,3.3603591E-7
109166,Currey,426879,5,0.0069303604
109167,Janene,426879,1,0.83962955
109168,Verina,426879,13,0.0001546707
109169,Mallissa,426880,5,0.486181167
109170,Adina,426881,8,0.8661199654
109171,Rhett,426881,4,0.1361742409
109172,Arabella,426882,3,0.1456026499
109173,Patten,426883,7,0.0000445315
109174,Vinni,426884,16,0.5800615263
109175,Zachariah,426885,12,0.091558481
109176,Modestia,426885,6,0.020420401
109177,Nikolaos,426885,17,0.0893566003
109178,Naomi,426886,3,0.4021409399
109179,Hugo,426887,9,0.0880198395
109180,Gayleen,426887,13,0.0006240186
109181,Trace,426887,9,0.0381459614
109182,Lena,426888,3,0.0000521841
109183,Cleon,426889,5,0.1696107372
109184,Simonne,426890,10,0.0000129116
109185,Amii,426891,12,0.3113579482
109186,Jacquelin,426892,14,0.0494902825
109187,Ainslie,426893,6,0.3949957459
109188,Tomaso,426894,3,0.0010091375
109189,Jamesy,426895,18,0.836657875
109190,Wilt,426896,7,0.1498528423
109191,Duky,426896,17,0.0002843607
109192,Alistair,426896,15,0.0001099066
109193,Julita,426897,7,0.901647224
109194,Phillip,426897,14,0.0008961155
109195,Merle,426897,11,0.0037728755
109196,Brook,426898,18,0.9392952866
109197,Balduin,426899,1,0.0002582631
109198,Marcellina,426900,15,0.2207235203
109199,Minna,426901,13,0.1920490646
109200,Thorn,426901,4,0.347491291
109201,Yevette,426901,1,0.0027464565
109202,Devland,426902,10,0.3115144349
109203,Chelsie,426903,16,0.1799920363
109204,Cob,426904,5,7.121655E-7
109205,Ody,426905,0,0.2384437867
109206,Vick,426905,2,3.3575466E-6
109207,Angelo,426906,4,0.6164903191
109208,Shel,426907,9,0.1324640032
109209,Cyndia,426908,17,5.945513E-12
109210,Robbie,426909,14,0.0143587431
109211,Thane,426910,2,0.0005114394
109212,Marlow,426910,13,0.0211649366
109213,Cameron,426911,11,0.0040522947
109214,Arabela,426911,17,2.6774304E-7
109215,Antony,426912,4,4.617957E-10
109216,Cecil,426913,16,1.1444241E-7
109217,Cherie,426914,7,0.0095235774
109218,Mitzi,426915,1,0.4453216404
109219,Aleen,426916,17,0.011368737
109220,Daisi,426917,15,7.3772451E-6
109221,Benyamin,426918,8,0.0003626434
109222,Anallise,426919,17,3.0946991E-7
109223,Pepita,426920,8,0.6088442855
109224,Corene,426921,6,0.0002177459
109225,Dian,426921,17,0.2571010567
109226,Florry,426921,5,9.6806904E-8
109227,Franchot,426922,18,5.2438721E-6
109228,Chanda,426922,11,0.5000801879
109229,Griz,426923,4,0.4357273408
109230,Siusan,426924,9,0.8329511571
109231,Loy,426925,11,0.000944465
109232,Zola,426926,2,0.4233666338
109233,Deanne,426927,0,0.0001524911
109234,Chantal,426927,17,0.70418017
109235,Daffy,426928,7,1.3063597E-6
109236,Bertie,426928,9,0.3148598425
109237,Lisha,426928,3,0.9869688403
109238,Chip,426929,8,0.0002114811
109239,Whit,426929,16,0.6876553798
109240,Shay,426930,0,0.0000325492
109241,Margaret,426931,12,0.102950524
109242,Elwood,426931,12,0.0044412474
109243,Lorelle,426931,15,0.0929570808
109244,Benjy,426932,7,0.0001782338
109245,Talia,426933,5,0.0008362383
109246,Marilin,426934,10,0.0519810651
109247,Sal,426935,10,0.0151902947
109248,Noelle,426935,4,0.2772201569
109249,Major,426936,5,0.1001089158
109250,Ruben,426936,5,6.127493E-6
109251,Colet,426936,9,0.0034492886
109252,Nerte,426937,3,0.3151162138
109253,Luella,426937,3,0.7034643877
109254,Elyse,426938,2,0.5731525073
109255,Ephrem,426938,1,0.2282622223
109256,Margareta,426938,15,0.0002182757
109257,Dahlia,426939,6,0.6727273827
109258,Lorelle,426939,9,0.0058690016
109259,Owen,426940,3,0.0085411663
109260,Obidiah,426940,7,0.0141000317
109261,Godart,426941,1,0.0058839429
109262,Andee,426942,15,0.0136439385
109263,Danielle,426942,16,0.0008670002
109264,Sherman,426943,8,0.0008426204
109265,Gare,426944,16,0.0043971763
109266,Jewelle,426944,14,0.0028787616
109267,Arie,426945,4,0.7461949179
109268,Corella,426946,8,0.9161398607
109269,Nicko,426947,17,0.4831469368
109270,Mercy,426947,16,0.0000944873
109271,Onofredo,426948,2,4.401307E-7
109272,Hillie,426948,6,0.0027172976
109273,Charo,426948,0,0.0003298911
109274,Leanora,426949,8,0.0035159134
109275,Prisca,426949,4,0.2735334682
109276,Thomasine,426950,2,0.0003453323
109277,Rianon,426950,5,0.0567766996
109278,Fredek,426950,8,0.1157041154
109279,Roscoe,426951,5,2.2996741E-7
109280,Nikaniki,426952,1,0.0203778997
109281,Ulrike,426953,16,0.006839051
109282,Cazzie,426954,6,0.0294123308
109283,Elna,426955,5,0.178759472
109284,Caroljean,426956,2,2.263948E-15
109285,Allin,426956,3,0.0032663994
109286,Elisa,426956,6,0.000160034
109287,Adoree,426957,14,0.0713398021
109288,Erroll,426957,16,0.7223138961
109289,Coleen,426958,15,0.0000112018
109290,Holli,426959,13,0.0003139372
109291,Belva,426959,4,0.6721493198
109292,Radcliffe,426960,14,0.0259460725
109293,Pepillo,426961,13,0.0363458957
109294,Martha,426961,9,0.0012679495
109295,Harris,426961,3,6.0821353E-9
109296,Remus,426962,14,0.0001317457
109297,Catie,426963,11,0.002360159
109298,Abbot,426963,13,0.0004237433
109299,Timofei,426964,13,0.0399153488
109300,Galina,426965,12,0.0598703957
109301,Irv,426965,9,0.0205868028
109302,Monika,426966,3,0.0369653557
109303,Faye,426967,5,0.1921129327
109304,Jourdan,426968,16,0.2046932244
109305,Marcos,426969,4,0.0478849735
109306,Boy,426970,5,0.010933543
109307,Adena,426971,4,7.3069224E-6
109308,Eddi,426972,14,0.1129446986
109309,Christoph,426973,16,0.0000152242
109310,Tanitansy,426974,12,0.0000275223
109311,Phoebe,426974,13,0.1725233951
109312,Kikelia,426974,7,0.3539784831
109313,Xerxes,426975,5,0.0004296285
109314,Bil,426975,1,0.0000407266
109315,Merline,426975,10,0.0437447848
109316,Faber,426976,8,0.3495407429
109317,Larine,426976,2,0.4282503537
109318,Beckie,426977,6,0.0000580022
109319,Molli,426977,5,0.0372080274
109320,Michel,426977,7,0.0677969757
109321,Israel,426978,10,0.0000910361
109322,Wayland,426978,10,0.060893829
109323,Kaila,426979,16,0.0475175747
109324,Carma,426980,11,2.0887473E-7
109325,Hedvige,426981,1,0.1441731445
109326,Janene,426982,0,0.245162484
109327,Eveleen,426983,8,0.000101895
109328,Trudy,426984,16,0.0760453124
109329,Arte,426985,5,8.845563E-14
109330,Preston,426986,4,0.4063611026
109331,Paulie,426986,15,0.3434026243
109332,Rob,426986,15,0.0003849431
109333,Henka,426987,1,0.034444047
109334,Salaidh,426988,1,0.0028915316
109335,Nefen,426989,10,0.0686511796
109336,Eli,426989,7,0.0020056906
109337,Idelle,426990,16,0.0909365192
109338,Reid,426991,4,0.0071345239
109339,Aluin,426992,14,0.0006421908
109340,Nata,426992,15,0.0012214949
109341,Jobye,426993,15,0.0000781815
109342,Darcie,426993,16,0.0041131989
109343,Howey,426994,4,0.3238128613
109344,Christiana,426994,4,0.0075850966
109345,Tessi,426995,18,0.1725083133
109346,Christye,426996,9,9.2681206E-6
109347,Julie,426997,10,0.1078183228
109348,Sherri,426998,7,0.4584321366
109349,Maridel,426998,9,0.1776246218
109350,Katlin,426998,15,5.2849975E-7
109351,Jerri,426999,16,0.1261339414
109352,Drucie,427000,15,6.8090405E-7
109353,Goddard,427000,14,0.0057206306
109354,Sim,427001,13,0.7860414043
109355,Nelie,427001,9,0.0780148229
109356,Eadie,427001,12,0.7232477137
109357,Mickie,427002,6,0.2467113523
109358,Jonis,427002,14,0.1118167777
109359,Filide,427003,5,0.1195778119
109360,Roarke,427003,11,0.1504609613
109361,Tamera,427003,7,0.0002301035
109362,Hattie,427004,5,0.0031756627
109363,Packston,427005,15,2.8190216E-6
109364,Sara-ann,427006,9,0.2960750647
109365,Sutton,427007,2,0.229826552
109366,Silvana,427007,1,0.2299893225
109367,Millisent,427008,13,0.0045297001
109368,Goldi,427009,13,0.0261812263
109369,Gae,427010,9,0.0003872802
109370,Odelinda,427010,15,0.0720581525
109371,Meir,427011,0,0.1718917842
109372,Angeline,427012,10,0.1341268471
109373,Nikolas,427012,3,0.4092250563
109374,Abba,427013,1,1.1490285E-7
109375,Jeffrey,427014,10,0.3801117666
109376,Linn,427015,1,0.0016734682
109377,Ailee,427016,3,0.0700079284
109378,Frasquito,427016,0,0.3150814734
109379,Tiffie,427016,17,0.0003848072
109380,Mathian,427017,16,0.5210732745
109381,Belle,427017,14,0.0367401816
109382,Hercule,427018,16,0.0278128708
109383,Editha,427018,13,0.5484496822
109384,Staci,427019,14,0.1045269821
109385,Prudy,427020,12,0.0000239235
109386,Zia,427020,13,0.3213717751
109387,Nanon,427021,7,0.8721139633
